# Метеостанция Москва (ВДНХ), Россия, WMO_ID=27612, выборка с 01.01.2020 по 31.12.2020, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27612&lang=ru
#
"Местное время в Москве (ВДНХ)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.08.2020 03:00";"14.0";"747.4";"761.5";"0.5";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"9.6";"";"";"";"";"";"";
"20.08.2020 00:00";"13.6";"746.9";"761.0";"0.6";"79";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"9.9";"";"";"";"";"";"";
"19.08.2020 21:00";"13.5";"746.3";"760.4";"0.3";"84";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"21.2";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"10.8";"Осадков нет";"12";"";"";"";"";
"19.08.2020 18:00";"18.5";"746.0";"759.9";"0.1";"63";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.2";"Осадков нет";"12";"";"";"";"";
"19.08.2020 15:00";"19.6";"745.9";"759.7";"0.0";"49";"Ветер, дующий с северо-северо-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"8.6";"";"";"";"";"";"";
"19.08.2020 12:00";"19.3";"745.9";"759.7";"0.0";"51";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"9.0";"";"";"";"";"";"";
"19.08.2020 09:00";"17.3";"745.9";"759.8";"0.2";"59";"Ветер, дующий с северо-северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"9.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые башенкообразные или хлопьевидные.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"9.2";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"10.0";"";"";
"19.08.2020 06:00";"10.8";"745.7";"759.9";"-0.1";"95";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"9.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"10.1";"Осадков нет";"12";"";"";"";"";
"19.08.2020 03:00";"10.6";"745.8";"760.0";"0.2";"92";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"9.4";"";"";"";"";"";"";
"19.08.2020 00:00";"11.5";"745.6";"759.7";"0.2";"87";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"18.08.2020 21:00";"13.7";"745.4";"759.5";"0.2";"76";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"20.6";"";"";"";"";"";"";"9.5";"Осадков нет";"12";"";"";"";"";
"18.08.2020 18:00";"19.5";"745.2";"759.0";"-0.2";"44";"Ветер, дующий с севера";"2";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"6.7";"Осадков нет";"12";"";"";"";"";
"18.08.2020 15:00";"19.9";"745.4";"759.2";"-0.4";"43";"Ветер, дующий с северо-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"6.9";"";"";"";"";"";"";
"18.08.2020 12:00";"18.4";"745.8";"759.7";"0.2";"44";"Ветер, дующий с севера";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.0";"";"";"";"";"";"";
"18.08.2020 09:00";"16.1";"745.6";"759.6";"0.3";"59";"Ветер, дующий с северо-северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"9.9";"";"";"";"";"";"";"10.0";"8.1";"Осадков нет";"12";"Поверхность почвы влажная.";"11.0";"";"";
"18.08.2020 06:00";"10.8";"745.3";"759.5";"0.3";"97";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"9.9";"";"";"";"";"";"";"4.0";"10.3";"Осадков нет";"12";"";"";"";"";
"18.08.2020 03:00";"11.5";"745.0";"759.2";"0.4";"92";"Штиль, безветрие";"0";"";"";"50%.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"10.2";"";"";"";"";"";"";
"18.08.2020 00:00";"13.2";"744.6";"758.7";"0.6";"88";"Штиль, безветрие";"0";"";"";"50%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"11.2";"";"";"";"";"";"";
"17.08.2020 21:00";"15.9";"744.0";"757.9";"0.5";"75";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"22.7";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"11.5";"Осадков нет";"12";"";"";"";"";
"17.08.2020 18:00";"21.8";"743.5";"757.1";"0.0";"46";"Ветер, дующий с северо-северо-запада";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"10.0";"9.6";"Осадков нет";"12";"";"";"";"";
"17.08.2020 15:00";"22.3";"743.5";"757.1";"-0.3";"45";"Ветер, дующий с северо-северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"9.8";"";"";"";"";"";"";
"17.08.2020 12:00";"21.2";"743.8";"757.4";"0.3";"51";"Ветер, дующий с северо-запада";"2";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"10.5";"";"";"";"";"";"";
"17.08.2020 09:00";"19.3";"743.5";"757.2";"0.3";"66";"Ветер, дующий с северо-северо-запада";"2";"";"";"20–30%.";" ";"";"";"15.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"12.7";"2.0";"12";"Поверхность почвы влажная.";"15.0";"";"";
"17.08.2020 06:00";"16.2";"743.2";"757.1";"0.3";"94";"Штиль, безветрие";"0";"";"";"40%.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"15.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"15.3";"2.0";"12";"";"";"";"";
"17.08.2020 03:00";"16.3";"742.9";"756.8";"-0.2";"93";"Штиль, безветрие";"0";"";"";"40%.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"15.1";"";"";"";"";"";"";
"17.08.2020 00:00";"16.9";"743.1";"757.0";"-1.0";"95";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"16.1";"";"";"";"";"";"";
"16.08.2020 21:00";"19.4";"744.1";"757.9";"-0.1";"78";"Ветер, дующий с западо-северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"22.9";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"15.5";"Осадков нет";"12";"";"";"";"";
"16.08.2020 18:00";"21.8";"744.2";"757.9";"-0.8";"63";"Ветер, дующий с западо-северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"14.3";"Осадков нет";"12";"";"";"";"";
"16.08.2020 15:00";"21.1";"745.0";"758.7";"-0.6";"64";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"";"";"10.0";"14.1";"";"";"";"";"";"";
"16.08.2020 12:00";"19.7";"745.6";"759.4";"-0.6";"67";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"";"";"10.0";"13.4";"";"";"";"";"";"";
"16.08.2020 09:00";"17.3";"746.2";"760.1";"-0.3";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"13.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"12.8";"Осадков нет";"12";"Поверхность почвы влажная.";"13.0";"";"";
"16.08.2020 06:00";"14.3";"746.5";"760.6";"-0.6";"91";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"13.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"12.9";"Осадков нет";"12";"";"";"";"";
"16.08.2020 03:00";"13.9";"747.1";"761.2";"-0.3";"92";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"12.6";"";"";"";"";"";"";
"16.08.2020 00:00";"13.8";"747.4";"761.5";"-0.3";"88";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"11.9";"";"";"";"";"";"";
"15.08.2020 21:00";"14.6";"747.7";"761.8";"-0.3";"80";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"19.4";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"11.1";"Осадков нет";"12";"";"";"";"";
"15.08.2020 18:00";"17.6";"748.0";"761.9";"-0.4";"57";"Ветер, дующий с западо-северо-запада";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"9.0";"Осадков нет";"12";"";"";"";"";
"15.08.2020 15:00";"18.5";"748.4";"762.3";"-0.4";"57";"Ветер, дующий с северо-северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"9.8";"";"";"";"";"";"";
"15.08.2020 12:00";"17.8";"748.8";"762.7";"-0.4";"55";"Ветер, дующий с северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"8.7";"";"";"";"";"";"";
"15.08.2020 09:00";"15.4";"749.2";"763.3";"-0.1";"66";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"9.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"9.1";"Осадков нет";"12";"Поверхность почвы влажная.";"10.0";"";"";
"15.08.2020 06:00";"10.6";"749.3";"763.6";"0.2";"94";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"9.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"9.6";"Осадков нет";"12";"";"";"";"";
"15.08.2020 03:00";"9.9";"749.1";"763.5";"0.0";"95";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"15.08.2020 00:00";"11.1";"749.1";"763.3";"0.2";"89";"Штиль, безветрие";"0";"";"";"20–30%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"9.4";"";"";"";"";"";"";
"14.08.2020 21:00";"14.4";"748.9";"763.0";"0.6";"72";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"16.1";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"9.4";"Осадков нет";"12";"";"";"";"";
"14.08.2020 18:00";"15.5";"748.3";"762.3";"0.1";"63";"Ветер, дующий с северо-северо-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"8.4";"Осадков нет";"12";"";"";"";"";
"14.08.2020 15:00";"15.2";"748.2";"762.2";"0.2";"58";"Ветер, дующий с севера";"4";"";"";"100%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"";"";"10.0";"6.9";"";"";"";"";"";"";
"14.08.2020 12:00";"15.5";"748.0";"762.1";"0.0";"63";"Ветер, дующий с северо-северо-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"8.5";"";"";"";"";"";"";
"14.08.2020 09:00";"12.7";"748.0";"762.1";"0.5";"82";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";" ";"";"";"10.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"9.6";"2.0";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"11.0";"";"";
"14.08.2020 06:00";"10.9";"747.5";"761.8";"0.3";"91";"Ветер, дующий с севера";"1";"";"";"20–30%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"10.9";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"4.0";"9.4";"2.0";"12";"";"";"";"";
"14.08.2020 03:00";"11.5";"747.2";"761.4";"0.3";"91";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"10.1";"";"";"";"";"";"";
"14.08.2020 00:00";"12.5";"746.9";"761.1";"0.4";"92";"Ветер, дующий с севера";"2";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"11.3";"";"";"";"";"";"";
"13.08.2020 21:00";"13.4";"746.5";"760.6";"0.3";"90";"Ветер, дующий с севера";"2";"";"";"100%.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"13.9";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"11.8";"1.0";"12";"";"";"";"";
"13.08.2020 18:00";"13.6";"746.2";"760.3";"0.7";"90";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"12.0";"";"";"";"";"";"";
"13.08.2020 15:00";"13.7";"745.5";"759.6";"0.2";"92";"Ветер, дующий с севера";"2";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"100%.";"300-600";"";"";"4.0";"12.4";"";"";"";"";"";"";
"13.08.2020 12:00";"13.6";"745.3";"759.4";"0.3";"90";"Ветер, дующий с севера";"2";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"600-1000";"";"";"4.0";"12.0";"";"";"";"";"";"";
"13.08.2020 09:00";"13.2";"745.0";"759.1";"-0.2";"91";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"12.6";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"4.0";"11.7";"1.0";"12";"Поверхность почвы влажная.";"14.0";"";"";
"13.08.2020 06:00";"12.8";"745.2";"759.3";"-0.4";"92";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"12.6";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"4.0";"11.5";"0.7";"12";"";"";"";"";
"13.08.2020 03:00";"12.9";"745.6";"759.7";"0.0";"92";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"";"11.6";"";"";"";"";"";"";
"13.08.2020 00:00";"13.5";"745.6";"759.7";"-0.3";"93";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"12.3";"";"";"";"";"";"";
"12.08.2020 21:00";"14.7";"745.9";"760.0";"0.6";"84";"Ветер, дующий с северо-северо-запада";"2";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"17.8";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"12.0";"3.0";"12";"";"";"";"";
"12.08.2020 18:00";"17.1";"745.3";"759.2";"0.0";"73";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"";"";"10.0";"12.1";"4.0";"12";"";"";"";"";
"12.08.2020 15:00";"17.1";"745.3";"759.2";"-0.3";"70";"Ветер, дующий с севера";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.6";"";"";"";"";"";"";
"12.08.2020 12:00";"14.9";"745.6";"759.6";"-0.2";"82";"Ветер, дующий с севера";"1";"";"";"100%.";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"1.0";"11.8";"";"";"";"";"";"";
