# Метеостанция Москва (ВДНХ), Россия, WMO_ID=27612, выборка с 01.09.2021 по 30.09.2021, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27612&lang=ru
#
"Местное время в Москве (ВДНХ)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.09.2021 18:00";"11.5";"746.6";"760.1";"0.7";"50";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1500-2000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"1.4";"Следы осадков";"12";"";"";"";"";
"15.09.2021 15:00";"12.0";"745.9";"759.4";"1.1";"53";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"2.6";"";"";"";"";"";"";
"15.09.2021 12:00";"9.4";"744.8";"758.9";"0.4";"70";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"10.0";"4.2";"";"";"";"";"";"";
"15.09.2021 09:00";"8.4";"744.4";"758.0";"1.0";"81";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"8.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"19.0";"5.3";"Осадков нет";"12";"Поверхность почвы влажная.";"7.0";"";"";
"15.09.2021 06:00";"8.7";"743.4";"757.0";"0.6";"72";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"8.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"3.9";"Осадков нет";"12";"";"";"";"";
"15.09.2021 03:00";"8.7";"742.8";"756.4";"0.5";"67";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"2.8";"";"";"";"";"";"";
"15.09.2021 00:00";"9.7";"742.3";"755.8";"-0.3";"60";"Ветер, дующий с северо-запада";"1";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"2.2";"";"";"";"";"";"";
"14.09.2021 21:00";"10.7";"742.6";"756.1";"0.0";"57";"Ветер, дующий с западо-северо-запада";"1";"";"";"40%.";" ";"";"";"";"13.1";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"2.4";"Осадков нет";"12";"";"";"";"";
"14.09.2021 18:00";"11.9";"742.6";"756.1";"-0.1";"48";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"1.1";"Осадков нет";"12";"";"";"";"";
"14.09.2021 15:00";"12.4";"742.7";"756.1";"-0.1";"49";"Ветер, дующий с западо-юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"50%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"1.8";"";"";"";"";"";"";
"14.09.2021 12:00";"11.7";"742.8";"756.2";"0.3";"55";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"20.0";"2.9";"";"";"";"";"";"";
"14.09.2021 09:00";"11.7";"742.5";"755.9";"0.7";"71";"Ветер, дующий с северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"10.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"6.6";"Осадков нет";"12";"Поверхность почвы влажная.";"9.0";"";"";
"14.09.2021 06:00";"11.3";"741.8";"755.2";"1.2";"69";"Ветер, дующий с северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"11.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"5.8";"Осадков нет";"12";"";"";"";"";
"14.09.2021 03:00";"15.0";"740.6";"753.8";"0.4";"78";"Ветер, дующий с западо-северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"11.1";"";"";"";"";"";"";
"14.09.2021 00:00";"16.2";"740.2";"753.4";"0.0";"81";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"12.9";"";"";"";"";"";"";
"13.09.2021 21:00";"17.4";"740.2";"753.3";"-0.1";"80";"Ветер, дующий с юга";"1";"";"";"10%  или менее, но не 0";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"23.1";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.9";"0.1";"12";"";"";"";"";
"13.09.2021 18:00";"19.8";"740.3";"753.3";"-1.1";"66";"Ветер, дующий с юго-запада";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"19.0";"13.2";"0.1";"12";"";"";"";"";
"13.09.2021 15:00";"21.7";"741.4";"754.3";"-1.0";"54";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"11.9";"";"";"";"";"";"";
"13.09.2021 12:00";"22.5";"742.4";"755.2";"-0.8";"53";"Ветер, дующий с юго-запада";"1";"";"";"50%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"12.4";"";"";"";"";"";"";
"13.09.2021 09:00";"17.3";"743.2";"756.4";"-0.7";"79";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"13.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"18.0";"13.6";"Осадков нет";"12";"Поверхность почвы влажная.";"12.0";"";"";
"13.09.2021 06:00";"14.1";"743.9";"757.2";"-0.8";"99";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"13.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"3.8";"14.0";"Осадков нет";"12";"";"";"";"";
"13.09.2021 03:00";"14.0";"744.7";"758.0";"-0.7";"99";"Штиль, безветрие";"0";"";"";"60%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"6.0";"13.8";"";"";"";"";"";"";
"13.09.2021 00:00";"14.9";"745.4";"758.7";"-0.3";"96";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"11.0";"14.2";"";"";"";"";"";"";
"12.09.2021 21:00";"16.0";"745.7";"758.9";"-0.2";"89";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"20.8";"";"";"";"";"";"9.0";"14.1";"Осадков нет";"12";"";"";"";"";
"12.09.2021 18:00";"17.9";"745.9";"759.1";"-0.9";"82";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"14.8";"Осадков нет";"12";"";"";"";"";
"12.09.2021 15:00";"19.6";"746.8";"759.8";"-0.6";"66";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"19.0";"13.1";"";"";"";"";"";"";
"12.09.2021 12:00";"20.0";"747.4";"760.4";"0.0";"66";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"18.0";"13.4";"";"";"";"";"";"";
"12.09.2021 09:00";"16.5";"747.4";"760.6";"-0.1";"85";"Ветер, дующий с севера";"1";"";"";"70 – 80%.";"Дымка. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"11.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"13.9";"Осадков нет";"12";"Поверхность почвы влажная.";"10.0";"";"";
"12.09.2021 06:00";"12.0";"747.5";"760.9";"-0.4";"100";"Штиль, безветрие";"0";"";"";"20–30%.";"Туман или ледяной туман, небо видно, начался или усилился в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"11.7";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"0.9";"12.0";"Осадков нет";"12";"";"";"";"";
"12.09.2021 03:00";"13.3";"747.9";"761.3";"-0.5";"99";"Штиль, безветрие";"0";"";"";"40%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"3.4";"13.2";"";"";"";"";"";"";
"12.09.2021 00:00";"13.5";"748.4";"761.8";"-0.5";"99";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"2.3";"13.3";"";"";"";"";"";"";
"11.09.2021 21:00";"14.5";"748.9";"762.2";"-0.3";"96";"Штиль, безветрие";"0";"";"";"40%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"17.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"6.0";"13.9";"Осадков нет";"12";"";"";"";"";
"11.09.2021 18:00";"16.9";"749.2";"762.5";"-1.0";"83";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"19.0";"14.0";"Осадков нет";"12";"";"";"";"";
"11.09.2021 15:00";"17.0";"750.2";"763.4";"-1.2";"73";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"20.0";"12.0";"";"";"";"";"";"";
"11.09.2021 12:00";"16.7";"751.4";"764.8";"-0.3";"69";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1500-2000";"";"";"20.0";"10.9";"";"";"";"";"";"";
"11.09.2021 09:00";"14.2";"751.7";"765.1";"-0.1";"75";"Ветер, дующий с юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"9.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"9.7";"Осадков нет";"12";"Поверхность почвы влажная.";"10.0";"";"";
"11.09.2021 06:00";"10.0";"751.8";"765.4";"0.0";"97";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"9.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"9.0";"9.6";"Осадков нет";"12";"";"";"";"";
"11.09.2021 03:00";"11.4";"751.8";"765.3";"0.6";"91";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"20.0";"9.9";"";"";"";"";"";"";
"11.09.2021 00:00";"12.4";"751.2";"764.7";"0.7";"99";"Штиль, безветрие";"0";"";"";"40%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"12.3";"";"";"";"";"";"";
"10.09.2021 21:00";"13.8";"750.5";"763.9";"0.9";"98";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"19.9";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.5";"0.2";"12";"";"";"";"";
"10.09.2021 18:00";"15.5";"749.6";"763.0";"1.1";"91";"Ветер, дующий с севера";"1";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"14.0";"0.2";"12";"";"";"";"";
"10.09.2021 15:00";"19.6";"748.5";"761.6";"0.5";"70";"Ветер, дующий с северо-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.9";"";"";"";"";"";"";
"10.09.2021 12:00";"18.3";"748.0";"761.2";"0.8";"78";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"14.4";"";"";"";"";"";"";
"10.09.2021 09:00";"16.5";"747.2";"760.5";"0.4";"85";"Ветер, дующий с западо-северо-запада";"1";"";"";"90  или более, но не 100%";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"13.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"13.9";"Осадков нет";"12";"Поверхность почвы влажная.";"11.0";"";"";
"10.09.2021 06:00";"14.1";"746.8";"760.1";"-0.3";"92";"Ветер, дующий с западо-северо-запада";"1";"";"";"90  или более, но не 100%";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"13.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"12.8";"Осадков нет";"12";"";"";"";"";
"10.09.2021 03:00";"13.6";"747.1";"760.5";"-0.5";"94";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"10.09.2021 00:00";"14.7";"747.6";"760.9";"-0.3";"89";"Ветер, дующий с западо-северо-запада";"1";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"09.09.2021 21:00";"16.3";"747.9";"761.2";"0.2";"82";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"18.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.2";"Осадков нет";"12";"";"";"";"";
"09.09.2021 18:00";"17.5";"747.7";"760.9";"0.1";"78";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.5";"Осадков нет";"12";"";"";"";"";
"09.09.2021 15:00";"17.7";"747.6";"760.8";"0.3";"77";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"13.5";"";"";"";"";"";"";
"09.09.2021 12:00";"17.3";"747.3";"760.5";"0.4";"76";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"20.0";"12.9";"";"";"";"";"";"";
"09.09.2021 09:00";"14.6";"746.9";"760.2";"0.4";"85";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";" ";"";"";"13.3";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"20.0";"12.1";"0.6";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"11.0";"";"";
"09.09.2021 06:00";"13.8";"746.5";"759.9";"-0.5";"86";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"13.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"11.5";"0.6";"12";"";"";"";"";
"09.09.2021 03:00";"14.1";"747.0";"760.3";"-0.7";"86";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"11.8";"";"";"";"";"";"";
"09.09.2021 00:00";"13.7";"747.7";"761.1";"-0.9";"89";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"100%.";"600-1000";"";"";"15.0";"11.9";"";"";"";"";"";"";
"08.09.2021 21:00";"14.1";"748.6";"761.9";"-0.8";"82";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"15.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"15.0";"11.0";"0.4";"12";"";"";"";"";
"08.09.2021 18:00";"14.4";"749.4";"762.7";"-0.3";"76";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"19.0";"10.1";"0.5";"12";"";"";"";"";
"08.09.2021 15:00";"14.5";"749.7";"763.0";"-1.2";"69";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"8.9";"";"";"";"";"";"";
"08.09.2021 12:00";"13.0";"750.9";"764.4";"-0.5";"72";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"100%.";"600-1000";"";"";"20.0";"8.1";"";"";"";"";"";"";
"08.09.2021 09:00";"12.6";"751.4";"764.9";"-0.2";"77";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"10.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"8.6";"2.0";"12";"Поверхность почвы влажная.";"10.0";"";"";
"08.09.2021 06:00";"10.9";"751.6";"765.1";"-0.4";"90";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"10.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"19.0";"9.3";"2.0";"12";"";"";"";"";
"08.09.2021 03:00";"11.6";"752.0";"765.6";"-0.2";"88";"Ветер, дующий с запада";"1";"";"";"100%.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"9.7";"";"";"";"";"";"";
"08.09.2021 00:00";"11.8";"752.2";"765.7";"-0.3";"90";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"16.0";"10.2";"";"";"";"";"";"";
